4.095792770385742188e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.582670211791992188e-02,-3.339930027723312378e-01,-4.811114631593227386e-02
2.556967735290527344e-02,-2.938074097037315369e-01,-1.005068197846412659e-01
3.511548042297363281e-02,-3.475623652338981628e-01,-2.029473558068275452e-01
4.590320587158203125e-02,1.021793670952320099e-01,-1.408212929964065552e-01
5.735445022583007812e-02,-6.982594728469848633e-03,1.567428186535835266e-02
6.675815582275390625e-02,-1.583015285432338715e-01,-1.005068309605121613e-01
7.650780677795410156e-02,-7.531963661313056946e-02,1.104095913469791412e-01
8.641982078552246094e-02,-9.815450012683868408e-02,-8.999913744628429413e-02
9.642553329467773438e-02,-1.602769866585731506e-01,-7.024986483156681061e-02
1.068012714385986328e-01,-7.163060456514358521e-02,-1.805229373276233673e-01
1.161277294158935547e-01,-1.386789008975028992e-01,-1.407355181872844696e-01
1.263167858123779297e-01,-3.156296722590923309e-02,-1.214502230286598206e-01
1.360998153686523438e-01,-9.729959070682525635e-02,-1.080298167653381824e-02
1.454288959503173828e-01,-8.471543714404106140e-02,-1.255725547671318054e-01
1.555244922637939453e-01,-8.930091932415962219e-02,-8.986414410173892975e-02
1.651039123535156250e-01,-9.212927520275115967e-02,4.877591247565149501e-10
1.743912696838378906e-01,3.719497821293771267e-03,-7.044895179569721222e-02
1.839740276336669922e-01,-5.662532150745391846e-02,5.187640897929668427e-02
1.939225196838378906e-01,8.284718915820121765e-02,-3.524647280573844910e-02
2.032639980316162109e-01,-2.072713477537035942e-02,-1.056910827755928040e-01
2.125661373138427734e-01,-9.399591386318206787e-02,-6.864758022129535675e-02
2.225492000579833984e-01,-5.541726574301719666e-02,-2.657123655080795288e-01
2.320146560668945312e-01,8.431304991245269775e-02,-8.759380504488945007e-02
2.412488460540771484e-01,-3.709168452769517899e-02,2.400935394689440727e-03
2.511949539184570312e-01,-2.995956572704017162e-03,1.398995406925678253e-01
2.606523036956787109e-01,-9.399591386318206787e-02,2.337189316749572754e-01
2.699854373931884766e-01,-1.170652024447917938e-01,-3.523036278784275055e-02
2.796487808227539062e-01,-3.578217141330242157e-02,-1.939219096675515175e-02
2.894120216369628906e-01,-5.062080686911940575e-03,-3.814869839698076248e-02
2.986631393432617188e-01,3.610999044030904770e-02,-1.026973240077495575e-01
3.079676628112792969e-01,-5.658456310629844666e-02,-1.411657556891441345e-01
3.181457519531250000e-01,-1.266509145498275757e-01,-2.295524552464485168e-01
3.276176452636718750e-01,1.568774990737438202e-01,-3.527183365076780319e-02
3.369359970092773438e-01,1.564411707222461700e-01,-5.247489362955093384e-02
3.470783233642578125e-01,3.475022222846746445e-02,-1.376347616314888000e-01
3.566517829895019531e-01,-3.643758036196231842e-02,-3.637858014553785324e-02
3.660347461700439453e-01,-2.629979699850082397e-02,-3.386914730072021484e-02
3.755497932434082031e-01,-6.810224242508411407e-02,-3.046639077365398407e-02
3.854119777679443359e-01,-6.744195520877838135e-02,-1.576496707275509834e-02
3.946998119354248047e-01,7.963370298966765404e-03,-1.416844432242214680e-03
4.040138721466064453e-01,-6.595323421061038971e-02,9.058032184839248657e-02
4.141077995300292969e-01,-3.405112400650978088e-02,1.908955222461372614e-03
4.235730171203613281e-01,9.603827074170112610e-02,-3.236320987343788147e-02
4.328970909118652344e-01,3.770266659557819366e-02,5.331932008266448975e-02
4.428222179412841797e-01,2.788803577423095703e-01,1.794500369578599930e-02
4.523682594299316406e-01,6.543393479660153389e-03,-1.058854088187217712e-01
4.616351127624511719e-01,6.612572260200977325e-02,-3.702594526112079620e-02
4.712507724761962891e-01,-3.545453120023012161e-02,-3.486234694719314575e-02
4.810910224914550781e-01,-8.737706579267978668e-02,7.246549800038337708e-02
4.906680583953857422e-01,-1.195656694471836090e-01,-5.355845019221305847e-02
5.000793933868408203e-01,-2.379834931343793869e-02,2.104756683111190796e-01
5.102777481079101562e-01,2.113604396581649780e-01,1.650579879060387611e-02
5.197420120239257812e-01,-6.640142574906349182e-02,-7.059048861265182495e-02
5.290102958679199219e-01,-9.581387042999267578e-02,-1.693457365036010742e-02
