8.106231689453125000e-06,0.000000000000000000e+00,2.681963275652379242e-01,2.543066311161965576e-01,2.670219626720063966e-01
7.533311843872070312e-03,0.000000000000000000e+00,2.646456933114678112e-01,2.681963275652379242e-01,2.816061439434998093e-01
1.536297798156738281e-02,1.339144796133041382e+00,2.643456764984876695e-01,2.646456933114678112e-01,2.778779779770412239e-01
2.266788482666015625e-02,1.315855979919433594e+00,2.537849552405533338e-01,-1.074799119634553657e+00,-1.128539075616281417e+00
2.990818023681640625e-02,-5.188655376434326172e+00,2.529456752759870475e-01,-1.062071024678880260e+00,-1.115174575912824428e+00
3.713917732238769531e-02,-4.781163096427917480e+00,2.511483292502816878e-01,5.441601051710312831e+00,3.000000000000000000e+00
4.484295845031738281e-02,1.056072735786437988e+01,2.590698971820529772e-01,5.032311425678199335e+00,3.000000000000000000e+00
5.221605300903320312e-02,7.749507665634155273e+00,2.761076777649577596e-01,-1.030165746068232657e+01,-1.081674033371644406e+01
5.942940711975097656e-02,-1.228449010848999023e+01,2.785410928947384956e-01,-7.473399987869197680e+00,-7.847069987262657698e+00
6.665992736816406250e-02,-6.729196786880493164e+00,2.677962895890232398e-01,1.256303120138472806e+01,3.000000000000000000e+00
7.437515258789062500e-02,1.666864514350891113e+00,2.543354495835956630e-01,6.996993076469516737e+00,3.000000000000000000e+00
8.174920082092285156e-02,5.583118915557861328e+00,2.419070228410419299e-01,-1.412529064767295450e+00,-1.483155518005660367e+00
8.894896507263183594e-02,-1.077379846572875977e+01,2.294553737563546636e-01,-5.341211892716819065e+00,-5.608272487352659930e+00
9.616279602050781250e-02,-5.539644956588745117e+00,2.006121240032371078e-01,1.100325383948511515e+01,3.000000000000000000e+00
1.036369800567626953e-01,2.183224797248840332e+00,1.873462608957197628e-01,5.740257080591982586e+00,3.000000000000000000e+00
1.114494800567626953e-01,6.405270338058471680e+00,1.751210338377859332e-01,-1.995878536353120625e+00,-2.095672463170776822e+00
1.186261177062988281e-01,-9.847553730010986328e+00,1.732624747732189052e-01,-6.230149304220685913e+00,-6.541656769431720697e+00
1.258304119110107422e-01,-4.130380868911743164e+00,1.681655875348951890e-01,1.002081620478420554e+01,3.000000000000000000e+00
1.329925060272216797e-01,1.478365659713745117e+00,1.691953043395188205e-01,4.298546456446638686e+00,3.000000000000000000e+00
1.409227848052978516e-01,5.633305907249450684e+00,1.778463885595556737e-01,-1.309170355374226213e+00,-1.374628873142937691e+00
1.481261253356933594e-01,-9.470759868621826172e+00,1.670917675306555217e-01,-5.455459518689894871e+00,-5.728232494624389659e+00
1.552968025207519531e-01,-5.681665778160095215e+00,1.691645684593823251e-01,9.637851636152481305e+00,3.000000000000000000e+00
1.626601219177246094e-01,1.749766767024993896e+00,1.722619029635097943e-01,5.850830346619477318e+00,3.000000000000000000e+00
1.701793670654296875e-01,5.691058516502380371e+00,1.845087401568889784e-01,-1.577504864061484158e+00,-1.656380107264558532e+00
