# Test started at Fri Jan 15 19:42:19 2021,# vbus = 14.848 V
time [s],velocity setpoint [Hz],velocity measured [Hz],motor current [A],load cell weight [g],motor torque [Nm],brake torque [Nm]
0.08880454899986034,10.0,10.131836891174316,1.3659038543701172,-27.641725473917308,0.188604621570434,-0.03443799651618936
0.17941804599990974,10.0,11.093140602111816,0.38729673624038696,15.877992251279865,0.08516758735662933,0.01978191420610205
0.2701907470000151,10.0,10.726929664611816,1.4649373292922974,55.78630482911299,0.08039026146177797,0.06950248359744701
0.36098915299999135,10.0,10.070801734924316,0.5977466702461243,59.71770790092702,0.10110016926597964,0.07440050074252795
0.45181809499990777,10.0,9.872437477111816,1.0451622009277344,58.98628407361278,0.08718933930452977,0.07348924173879197
0.5425914259999445,10.0,10.040284156799316,0.2454073429107666,58.300574235505685,0.03588963571349524,0.07263493642278947
0.6334225900000092,10.0,10.147095680236816,1.1537044048309326,61.4091255015912,0.02024589328594395,0.07650778718866744
0.7242224209999222,10.0,9.979249000549316,1.8378851413726807,65.11195862736953,0.06680015854239052,0.08112103589508088
0.8150025840000126,10.0,9.948731422424316,1.1328821182250977,63.14625709146251,0.09846330145292015,0.0786720273225404
0.9057803579999018,10.0,10.284424781799316,1.1314491033554077,60.08341981458414,0.09404604568798547,0.07485613024439594
0.9965875759999108,10.0,9.994507789611816,2.3091392517089844,59.03199806281992,0.08223059723063031,0.07354619542652546
1.0873728500000652,10.0,9.918213844299316,2.4531195163726807,62.369119274941134,0.11825564682576228,0.07770381463107091
1.178175698999894,10.0,9.872437477111816,1.2570444345474243,61.68340943683403,0.11794878567146228,0.07684950931506843
1.2689740099999653,10.0,9.979249000549316,1.1023715734481812,60.037705825376996,0.09850639221252067,0.07479917655666245
1.359758821000014,10.0,9.963990211486816,0.5194212794303894,60.540559706655536,0.0577775965088545,0.07542566712173095
1.450574743000061,10.0,9.918213844299316,1.7808740139007568,60.449131728241255,0.1396912442310949,0.07531175974626395
1.541351812999892,10.0,10.025025367736816,1.2423945665359497,59.16914003044134,0.097226719086283,0.07371705648972596
1.6321692359999815,10.0,10.147095680236816,0.770721435546875,58.94057008440564,0.05638281063385264,0.07343228805105848
1.722974731000022,10.0,9.963990211486816,1.7746968269348145,59.30628199806276,0.1545081547132554,0.07388791755292645
1.8138036889999967,10.0,9.979249000549316,0.9155411720275879,63.42054102670535,0.10969399367015242,0.0790137494489414
1.9046058320000157,10.0,10.208130836486816,1.3834936618804932,62.32340528573399,0.07272717357543534,0.0776468609433374
1.9954375309998795,10.0,10.070801734924316,2.231964349746704,61.4091255015912,0.1532506192283556,0.07650778718866744
