# Test started at Fri Jan 15 19:56:46 2021
# vbus = 14.956 V
time [s],velocity setpoint [Hz],velocity measured [Hz],motor current [A],load cell weight [g],motor torque [Nm],brake torque [Nm]
0.026210759999912625,10.0,5.294800281524658,4.677327632904053,-34.392157880171524,0.307357778041748,-0.042848157738169294
0.11694144400007644,10.0,10.864258766174316,1.6196073293685913,-17.9808357548083,0.14101046450168297,-0.022401783841843013
0.2077057579999746,10.0,11.291504859924316,1.08441960811615,12.693251003182565,0.10245107304033496,0.015814140627335067
0.2985270720000699,10.0,10.559082984924316,0.16145044565200806,32.76169226511698,0.038261371925716325,0.04081680954234129
0.3893773299998884,10.0,10.055542945861816,0.47170597314834595,35.68738757437393,0.17586584235296243,0.04446184555728525
0.4801993839998886,10.0,9.902955055236816,0.4838048219680786,35.13881970388825,-0.03359804144588807,0.04377840130448326
0.571027623999953,10.0,10.009766578674316,1.3677024841308594,36.00738549882391,0.06929223582896604,0.04486052137141975
0.661881196999957,10.0,10.009766578674316,0.5200093388557434,37.744517088695225,0.11364069515497732,0.04702476150529272
0.7526727699998901,10.0,9.948731422424316,0.1880028247833252,36.967379272173844,0.08904123661583441,0.046056548813823234
0.8435294359999261,10.0,9.994507789611816,1.1357176303863525,35.18453369309539,0.04521249425454066,0.04383535499221676
0.934365378999928,10.0,10.269165992736816,1.7521395683288574,35.32167566071681,0.09239768726610365,0.04400621605541724
1.0251486380000188,10.0,9.963990211486816,0.12859594821929932,35.55024560675251,0.17743845102188516,0.04429098449408476
1.1159718040000826,10.0,9.887696266174316,1.903307318687439,34.27025390895259,0.16814426490704193,0.04269628123754677
1.2068117290000373,10.0,9.857178688049316,1.3014925718307495,32.53312231908128,0.0905093086348785,0.040532041103673803
1.2976545989999977,10.0,10.131836891174316,0.8681323528289795,34.407395876574014,0.09643994691497682,0.042867142300747264
1.3884848200000306,10.0,9.963990211486816,1.563015341758728,34.407395876574014,0.11746728201838863,0.042867142300747264
1.4793448749999243,10.0,9.933472633361816,1.3459315299987793,36.78452331534529,0.130808306610799,0.045828734062889245
1.5701531330000762,10.0,10.116578102111816,1.0850653648376465,36.647381347723865,0.09208912398200653,0.04565787299968873
